eventid	winner	players	playerid	deckname	deckcost	sidebarcost
2530	False	4	216450	Sneak Attack	14611.95	237.1
25300	True	1	380523	Bant Control	1661.91	94.69
25302	True	4	380558	Jeskai Control	1673.21	30.58
25304	True	5	380566	Eldrazi Aggro	3287.89	89.67
25304	False	5	380561	nan	15428.28	91.7
25304	False	5	380563	Eldrazi Aggro	3220.89	95.3
25304	False	5	380565	Hogaak	12895.88	195.47
25304	False	5	380560	nan	15511.95	248.88
25306	True	2	380583	Temur Elemental	1411.77	30.73
25307	True	2	380594	Simic Gyruda	665.08	26.46
25308	False	4	380595	Kenrith The Returned King	26818.62	1017.26
2531	False	4	216453	Ad Nauseam	15956.8	174.36
2531	False	4	216454	1 Land Belcher	3597.46	45.99
2531	False	4	216455	Painter	15267.86	257.05
25311	True	2	380623	Bant Control	1625.48	24.5
25313	False	4	380655	Temur Elemental	1530.38	30.84
25314	True	8	380677	Paradoxical	95577.38	163.29
25314	False	8	380679	Breach	90650.39	4134.29
25314	False	8	380680	Paradoxical Storm	104537.66	399.84
25314	False	8	380682	MUD	80747.41	4523.85
25314	False	8	380683	UR PW Control	99391.79	4111.13
25314	False	8	380684	MUD	80691.48	4517.47
25315	False	8	380708	Boros Feather	479.34	45.2
25315	False	8	380702	UR Ensoul Artifact 	815.68	47.46
25317	True	8	380735	4c Snow Lurrus	1640.69	150.4
25317	False	8	380736	Burn	1133.1	37.46
25317	False	8	380737	Jund	1503.22	118.35
25317	False	8	380718	Hardened Scales	552.45	97.33
25317	False	8	380719	Urza	1626.81	66.97
25317	False	8	380720	Lurrus Burn	940.49	37.62
25319	True	2	380758	Monow Devotion	832.48	66.8
2532	True	8	216456	Bant	2290.07	56.09
2532	False	8	216457	Affinity	1563.79	125.18
2532	False	8	216458	Melira Pod	2250.78	191.28
2532	False	8	216459	Unlife Ad Nauseam	1239.73	31.44
2532	False	8	216460	Esper Control	1333.59	245.37
2532	False	8	216463	Living End	837.15	57.52
25320	False	13	380792	Jeskai Control	1820.2	112.51
25320	False	13	380795	Sultai Control	1356.55	20.73
25320	False	13	380793	Rakdos Aggro	624.54	61.63
25320	False	13	380786	Temur Reclamation	1166.71	33.37
25320	False	13	380787	UB Control	1006.19	19.98
25320	False	13	380789	Gyruda Sultai	1272.76	53.62
25320	False	13	380761	NivMizzet Reborn	1908.49	23.57
25320	False	13	380774	Orzhov Lurrus	606.7	40.82
25321	False	16	380837	UR Aggro	466.55	32.75
25321	False	16	380797	UW Control	1140.8	101.78
25321	False	16	380835	Jund Sacrifice	1099.72	58.67
25321	False	16	380836	Orzhov Aggro Lurrus	737.97	35.52
25322	False	16	380889	Orzhov Lurrus	602.65	32.12
25322	False	16	380890	Esper Midrange	1335.12	40.22
25322	False	16	380887	Fires of Invention	655.94	27.29
25322	False	16	380877	Jund Sacrifice	1099.72	58.67
25323	False	10	380933	Esper Control	1209.54	63.9
25323	False	10	380934	Jeskai Control	1951.22	28.29
25323	False	10	380929	Orzhov Aggro	606.52	42.32
25323	False	10	380930	Bant Control	1571.66	54.2
25323	False	10	380928	Fires of Invention	716.91	36.31
25324	False	9	380939	Jeskai Control	1811.73	110.23
25324	False	9	380947	Sultai Control	1591.4	100.74
25324	False	9	380942	Golgari Aggro	592.03	54.8
25325	False	8	380982	UW Control	519.51	101.78
25325	False	8	380978	Gyruda Bant	525.67	19.53
25326	True	8	380989	Orzhov Aggro	282.94	40.82
25327	True	2	381000	Death  Taxes	2142.9	73.14
25329	True	8	381027	Eldra Tron	1767.73	143.75
25329	False	8	381026	Humans	1192.88	104.92
25329	False	8	381038	Heliod Life	3903.82	48.65
25329	False	8	381036	Infect	2094.1	71.92
25329	False	8	381035	CopyCat	4782.7	88.53
25329	False	8	381029	UB Mill	2966.85	90.8
25329	False	8	381028	Red Deck Lurrus	1966.93	40.38
2533	True	8	216464	Faeries	1306.82	42.29
2533	False	8	216465	Affinity	1418.84	114.29
2533	False	8	216466	Affinity	1414.08	103.05
2533	False	8	216467	Exarch Twin	1456.61	99.77
2533	False	8	216471	Affinity	1874.11	456.85
2533	False	8	216468	Red Deck Wins	1356.05	39.97
2533	False	8	216469	UR Faeries	2403.4	402.84
25330	True	8	381056	Ad Nauseam	479.58	195.44
25330	False	8	381057	Burn	1242.21	44.43
25330	False	8	381058	Urza	1480.25	193.5
25330	False	8	381059	NivMizzet Reborn	1293.91	118.56
25332	True	8	381075	Bant Stoneblade	3119.63	51.36
25332	False	8	381073	5c Humans	1200.1	154.37
25332	False	8	381072	Neobrand	769.4	118.67
25332	False	8	381070	Jeskai Ascendancy	3146.17	95.36
25332	False	8	381068	Mono Green Tron	1595.38	166.37
25333	False	2	381084	Bant Control	2065.83	191.78
25334	False	4	381105	Rakdos Aggro	566.72	22.11
25334	False	4	381088	Bant Control	1508.27	31.32
25335	True	2	381113	Dimir Aggro	443.92	18.15
25335	False	2	381109	Rakdos Aggro	711.37	9.14
25337	True	2	381122	4c Yorion	248.89	14.75
25337	False	2	381123	Simic Gyruda	169.38	10.61
2535	True	8	216473	Esper Blade	2106.67	438.98
2535	False	8	216474	Melira Pod	2192.96	99.13
2535	False	8	216475	Affinity	1490.3	221.45
2535	False	8	216476	BW Tokens	901.99	163.05
2535	False	8	216477	Bant	1725.65	317.0
2535	False	8	216479	Melira Pod	1634.06	96.15
2535	False	8	216478	UR Storm	1362.44	52.34
25351	False	8	381174	UW Control	508.95	98.61
25351	False	8	381175	Orzhov Aggro	215.91	43.64
25351	False	8	381179	UR Aggro	249.02	33.33
25352	True	4	381192	Jeskai Control	1698.47	27.49
25352	False	4	381195	Mono Black Aggro	290.34	23.44
25353	False	8	381209	Rakdos Aggro	640.59	61.66
25353	False	8	381210	Jeskai Control	1674.94	32.31
25353	False	8	381212	Orzhov Aggro	478.95	31.31
25353	False	8	381213	Temur Reclamation	1195.96	23.71
25355	False	7	381226	Elves	10142.67	477.39
25355	False	7	381227	Elves Lurrus	11400.27	266.22
25355	False	7	381228	Miracles	13819.86	203.56
25355	False	7	381229	Bant Control	15697.14	148.7
25355	False	7	381230	Doomsday	19198.01	141.29
25355	False	7	381231	TES	19918.51	117.96
25356	True	8	381239	Orzhov Sram	672.26	24.95
25356	False	8	381240	UR Aggro	1125.83	262.23
25356	False	8	381234	WW Heroics	575.26	39.25
25357	True	2	381252	Iname	3813.35	219.08
25357	False	2	381253	Isamaru	1948.73	544.39
25358	False	8	381255	RDW	603.24	38.29
25358	False	8	381256	Orzhov Sram	1159.34	22.53
25358	False	8	381257	Hardened Golgari	1864.04	48.24
25358	False	8	381258	Simic Ramp	1314.02	30.08
25358	False	8	381260	Orzhov Sram	893.53	166.83
2536	True	8	216481	Melira Pod	2436.25	128.55
2536	False	8	216482	Melira Pod	2101.64	63.24
2536	False	8	216483	Jund	1832.47	26.0
2536	False	8	216484	Jund	1953.16	137.65
2536	False	8	216486	Affinity	1549.51	115.14
2536	False	8	216487	Boros	1250.57	93.06
2536	False	8	216485	CawBlade	1407.98	173.65
2536	False	8	216488	CawBlade	2105.5	425.68
25364	True	2	381272	Nivmizzet Reborn	25908.96	269.28
25366	True	8	381275	Karn Toolbox	1379.86	143.74
25366	False	8	381276	Urza	1638.19	217.0
25366	False	8	381278	Burn	1242.21	44.43
25366	False	8	381280	Burn	1093.45	37.95
25366	False	8	381281	Amulet Titan	646.81	108.26
25366	False	8	381282	The Rock	837.83	118.54
25367	False	8	381290	UW Control	697.45	51.99
25367	False	8	381291	Rakdos Aggro	290.63	23.18
25367	False	8	381292	Temur Reclamation	603.61	40.94
25368	False	10	381315	Bant Control	2214.31	175.74
25368	False	10	381314	Jeskai Control	1687.43	110.23
25368	False	10	381309	Jeskai Control	1734.62	51.21
25369	False	7	381390	Temur Reclamation	1174.81	19.38
25369	False	7	381388	Rakdos Aggro	571.2	7.25
2537	False	8	216490	Bant	2433.57	167.15
2537	False	8	216492	CawBlade	1250.56	117.76
2537	False	8	216495	Jund	1889.51	58.35
2537	False	8	216496	Jund	1764.97	57.58
2537	False	8	216494	Red Deck Wins	911.02	75.24
2537	False	8	216493	Urza Eldrazi	1498.72	347.23
25370	False	6	381431	Bant Gyruda	1017.15	11.05
25370	False	6	381427	Bant Control	2214.31	175.74
25371	False	11	381497	Orzhov Aggro	617.94	47.44
25371	False	11	381500	Naya Aggro	897.75	20.22
25371	False	11	381498	Jeskai Control	1951.22	28.29
25371	False	11	381502	UB Control	1006.19	19.98
25371	False	11	381494	UW Control	1116.51	98.61
25371	False	11	381503	Bant Control	1843.5	20.0
25371	False	11	381501	Rakdos Aggro	589.43	25.71
25372	False	7	381534	Rakdos Aggro	571.35	7.25
25372	False	7	381533	Sultai Control	1366.55	15.82
25372	False	7	381532	Golgari Aggro	580.29	43.87
25373	False	10	381569	Bant Control	2129.21	123.69
25373	False	10	381568	Temur Reclamation	1195.96	23.71
25373	False	10	381567	Fires of Invention	621.09	27.29
25373	False	10	381563	Esper Control	1634.68	53.06
25373	False	10	381565	Orzhov Aggro	625.37	43.51
25373	False	10	381548	Rakdos Aggro	607.57	23.18
25374	False	8	381630	Temur Reclamation	1177.12	21.69
25374	False	8	381634	Bant Control	2214.31	175.74
25374	False	8	381633	Rakdos Aggro	580.02	12.26
25375	False	8	381695	Jeskai Control	1701.93	25.5
25376	False	10	381731	Orzhov Aggro	553.64	26.51
25376	False	10	381732	Temur Reclamation	1225.88	79.09
25376	False	10	381735	Orzhov Aggro	645.83	75.3
25376	False	10	381738	UW Control	1446.88	51.99
25376	False	10	381730	Bant Control	2316.95	182.12
25376	False	10	381739	Bant Control	2214.31	175.74
25376	False	10	381733	Bant Control	1699.81	50.14
25376	False	10	381734	Esper Control	1690.28	105.88
25377	False	9	381762	Bant Control	2214.31	175.74
25377	False	9	381759	Bant Gyruda	1035.42	35.08
25379	False	4	381792	Esper Thassa	1326.81	31.91
2538	True	8	216497	BW Tokens	898.09	64.44
2538	False	8	216499	Affinity	1501.24	93.01
2538	False	8	216500	CawBlade	2059.65	419.13
2538	False	8	216502	Affinity	1524.14	125.74
2538	False	8	216504	CawBlade	1425.1	100.23
2538	False	8	216501	Urza Eldrazi	808.72	54.32
25381	True	8	381827	Goblins	1577.83	412.32
25381	False	8	381826	NivMizzet Reborn	2938.88	76.59
25381	False	8	381828	Ad Nauseam	1410.42	120.05
25381	False	8	381830	Heliod Life	3335.98	136.95
25381	False	8	381832	Hardened Scales	1501.8	118.91
25381	False	8	381833	Rakdos Aggro	2364.08	129.98
25383	False	2	381855	UW Control	1100.6	62.13
25385	False	2	381867	UW Control	1446.88	51.99
25388	True	1	381887	Temur Elemental	1397.44	52.81
25389	False	4	381902	Fires of Invention	621.09	27.29
2539	True	8	216505	Patriot Faeries	2213.63	91.76
2539	False	8	216506	Affinity	1480.74	106.53
2539	False	8	216508	Exarch Twin	1197.81	46.46
2539	False	8	216507	UR Storm	912.25	137.29
2539	False	8	216511	Ad Nauseam	1329.97	139.33
2539	False	8	216512	Death Cloud	1748.67	19.22
2539	False	8	216510	UR Storm	1076.09	74.27
25391	True	2	381918	4cc	1533.08	32.01
25392	True	1	381922	Rakdos Aggro	535.93	17.79
25393	False	4	381926	Rakdos Aggro	551.29	19.41
25393	False	4	381934	Temur Reclamation	1194.08	21.53
25394	True	2	381947	Boros Aggro	597.97	16.37
25399	True	4	382020	Bant Control	1660.63	95.97
25399	False	4	382023	Rakdos Aggro	624.54	61.63
2540	True	8	216513	Red Deck Wins	1492.5	246.66
2540	False	8	216514	CawBlade	1401.56	178.37
2540	False	8	216515	Affinity	1589.37	113.96
2540	False	8	216516	Exarch Twin	1327.18	29.08
2540	False	8	216517	Affinity	1389.17	122.73
2540	False	8	216519	Exarch Twin	1211.26	81.73
2540	False	8	216518	Melira Pod	2221.56	61.57
2540	False	8	216520	Tron Eldrazi	878.69	89.14
25400	False	2	382037	Temur Elemental	1302.9	30.58
25401	False	15	382046	Jund	1049.1	27.98
25401	False	15	382049	Orzhov Aggro	444.39	20.45
25401	False	15	382048	Rakdos Aggro	571.31	7.22
25401	False	15	382056	Mono Green Aggro	346.55	36.82
25401	False	15	382050	Temur Reclamation	1174.81	19.38
25401	False	15	382047	Esper Midrange Yorion	1482.62	35.02
25401	False	15	382053	Bant Control	2032.13	71.89
25401	False	15	382055	Bant Control	2214.31	175.74
25402	False	8	382181	Sultai Control	1420.36	80.19
25402	False	8	382182	Bant Control	1663.93	46.0
25403	False	7	382203	Rakdos Aggro	622.4	50.84
25403	False	7	382201	Temur Reclamation	1266.43	17.13
25403	False	7	382200	Bant Control	2071.07	39.03
25403	False	7	382196	4c Winota	1502.87	31.61
25403	False	7	382202	Bant Control	2068.87	167.13
25404	False	12	382278	Fires of Invention	625.67	22.93
25404	False	12	382270	Jeskai Aggro	978.11	36.31
25404	False	12	382282	Bant Control	2214.31	175.74
25404	False	12	382261	Boros Aggro	333.09	26.43
25405	False	12	382322	Esper Control	1565.81	41.41
25405	False	12	382321	Jeskai Aggro	975.24	33.44
25405	False	12	382320	Orzhov Aggro	553.64	26.51
25405	False	12	382328	Sultai Aggro	1259.83	72.3
25405	False	12	382327	Sultai Control	1443.65	38.98
25406	False	8	382344	Weenie White	606.85	61.13
25406	False	8	382346	Orzhov Sram	323.65	108.13
25406	False	8	382347	Orzhov Sram	322.32	21.82
25406	False	8	382349	Boros Aggro	282.47	40.09
25406	False	8	382350	Orzhov Sram	323.65	108.13
25407	True	4	382371	Asmadi Planeswalker Control	63483.81	832.72
25407	False	4	382372	Bazaar Aggro	14296.05	2158.66
25407	False	4	382369	Bug Lands	86599.64	299.89
25407	False	4	382368	Turbo Depths	53604.08	118.14
25408	True	8	382600	4c Fires Yorion	1227.14	39.54
25408	False	8	382603	Temur Reclamation	573.39	79.09
25408	False	8	382598	Bant Control	1019.28	175.74
25409	False	8	382605	Orzhov Aggro	418.41	58.53
25409	False	8	382607	Sultai Control	2045.7	76.24
2541	False	8	216529	Affinity	1551.5	119.84
2541	False	8	216527	Jund	0	0
2541	False	8	216524	Bant	2684.26	118.12
2541	False	8	216528	Boros	1179.53	16.78
2541	False	8	216522	Jund	1881.02	183.37
2541	False	8	216525	UR Storm	952.71	65.79
2541	False	8	216523	Urza Eldrazi	1347.11	238.86
25413	False	8	382697	Aminatou the Fateshifter	12797.93	615.34
25413	False	8	382700	Tymna  Thrasios	18949.44	969.69
25414	False	2	382704	Kenrith The Returned King	25343.53	677.31
25418	True	2	382723	Akiri Reyhan	14588.43	640.87
25419	True	8	382725	Valakut	1715.09	51.87
25419	False	8	382727	Spirit Aggro	1544.24	40.15
25419	False	8	382728	Jeskai Control	2563.76	98.1
25419	False	8	382729	RDW	1078.2	39.48
25419	False	8	382730	Valakut	1841.98	172.74
25419	False	8	382732	Deaths Shadow	3520.12	114.15
2542	False	4	216531	Spiritmonger Nic Fit	10728.52	60.68
25421	False	4	382744	Bant Control	1680.13	94.95
25421	False	4	382745	Mono Black Aggro	286.09	20.35
25423	True	2	382766	Temur Reclamation	1480.5	85.69
25423	False	2	382767	Winota	1502.91	31.65
25424	True	2	382780	Jeskai Aggro Cycling	592.2	27.34
25425	True	4	382792	Bant Control	1740.82	46.0
25425	False	4	382793	Rakdos Aggro	470.91	44.47
25426	True	2	382814	UR Aggro	570.98	34.2
25427	True	4	382816	Bant Control	1846.15	100.52
25427	False	4	382817	NivMizzet Reborn	1348.63	50.86
25429	True	1	382840	Mono Black Aggro	360.96	24.4
2543	True	4	216534	Spiral Tide	3302.55	227.47
2543	False	4	216535	4c Unburial 	34459.42	223.12
2543	False	4	216536	Liliana Loam	15271.66	113.14
25430	False	12	382855	Umori Mutate Value	681.62	45.84
25430	False	12	382861	Esper Control	1687.93	109.72
25430	False	12	382865	Jund	1048.26	27.13
25430	False	12	382860	Rakdos Aggro	543.4	24.39
25430	False	12	382858	Rakdos Aggro	600.47	19.3
25430	False	12	382863	Sultai Control	1525.7	29.76
25430	False	12	382862	UW Control	1452.98	58.09
25431	False	7	382960	Rakdos Aggro	601.24	50.84
25431	False	7	382957	Jeskai Control	1483.79	32.26
25432	False	17	383049	Rakdos Aggro	644.58	29.43
25432	False	17	383075	Temur Reclamation	1399.35	25.28
25432	False	17	383048	Golgari Aggro	773.23	39.14
25432	False	17	382991	Orzhov Aggro	599.82	33.65
25432	False	17	383065	Rakdos Aggro	571.29	7.19
25432	False	17	383059	Bant Control	1522.71	47.15
25432	False	17	382990	Bant Control	2214.31	175.74
25432	False	17	383060	Bant Control	1707.02	46.0
25432	False	17	382992	Sultai Control	1382.52	78.59
25433	False	14	383123	Sultai Yorion Aggro	1554.98	44.38
25433	False	14	383120	Sultai Control	1218.07	27.6
25433	False	14	383122	Temur Reclamation	1211.01	7.34
25433	False	14	383125	Boros Cycling Aggro	333.09	26.43
25433	False	14	383116	Jeskai Control	1539.4	30.83
25434	True	8	383152	Abzan Aristocrat	1036.72	179.77
25434	False	8	383153	UW Control	1202.35	172.83
25434	False	8	383134	Orzhov Sram	757.42	110.52
25434	False	8	383136	RDW	601.05	36.1
25436	False	4	383164	Nivmizzet Reborn	26003.61	360.49
25436	False	4	383162	Jodah Archmage Eternal	26767.62	681.17
25437	True	2	383166	Kinnan Bonder Prodigy	7097.8	856.46
25438	False	8	383170	UW Control	514.76	158.37
25438	False	8	383168	Weenie White	606.85	61.13
25438	False	8	383173	Orzhov Sram	323.65	108.11
25438	False	8	383175	NivMizzet Reborn	980.75	56.38
25439	True	8	383188	Deaths Shadow	4148.38	62.97
25439	False	8	383190	Burn	1868.48	37.61
25439	False	8	383192	NivMizzet Reborn	3071.91	144.64
25439	False	8	383193	Burn	2528.85	44.43
25439	False	8	383195	Valakut	1841.98	172.74
2544	True	2	216538	Gush Storm	104117.41	1280.36
2544	False	2	216539	MUD	83396.26	6227.89
25444	True	8	383456	Rakdos Aggro	259.43	23.57
25444	False	8	383458	Bant Yorion Control	957.16	36.44
25444	False	8	383459	Jeskai Aggro Cycling	463.52	28.89
25444	False	8	383462	Fires of Invention	287.13	21.98
25444	False	8	383460	Temur Reclamation	577.72	35.65
25449	False	8	383718	Breach	88289.12	2110.69
25449	False	8	383717	BUG Midrange	90741.15	4141.91
25449	False	8	383716	Jeskai Aggro	78657.19	96.06
25449	False	8	383715	Paradoxical Storm	90115.09	207.39
25449	False	8	383714	MUD	80747.41	4523.85
25449	False	8	383713	Grixis Control	98892.58	103.71
25449	False	8	383712	Oath of Druids	90809.72	273.05
2545	True	8	216540	MUD	83478.41	6067.26
2545	False	8	216541	White Trash 	35190.73	86.11
2545	False	8	216543	Mud	80984.31	4070.29
2545	False	8	216542	Oath	97437.21	139.97
2545	False	8	216544	Bomberman	91265.05	178.69
2545	False	8	216545	Mana Ichorid	11206.53	384.95
2545	False	8	216547	MUD	77399.73	144.44
2545	False	8	216546	Snapcaster Control	101542.14	148.53
25450	True	2	383731	Akiri  Thrasios	17545.5	799.44
25451	False	7	383737	Bant Control	1755.73	33.23
25451	False	7	383739	Esper Control	1565.81	41.41
25452	False	5	383758	Orzhov Aggro	536.36	22.28
25453	False	8	383775	Bant Control	1915.34	43.01
25453	False	8	383778	UWG	1950.76	36.44
25453	False	8	383780	Sultai Control	1722.82	48.02
25453	False	8	383779	Bant Control	2091.72	165.25
25453	False	8	383781	Rakdos Aggro	579.46	11.7
25454	False	6	383802	Temur Reclamation	1116.73	17.08
25454	False	6	383806	4c PW	3038.98	21.55
25455	False	13	383864	Boros Aggro	340.4	33.74
25455	False	13	383865	Fires of Invention	561.13	33.6
25455	False	13	383849	Sultai Control	1449.5	15.05
25455	False	13	383853	Umori Value	682.56	52.04
25455	False	13	383860	Bant Gyruda	1168.07	34.45
25455	False	13	383852	Gyruda	1047.68	29.79
25456	True	1	383867	Rakdos Aggro	542.67	23.8
25457	True	8	383873	Bant Yorion Control	999.94	24.53
25457	False	8	383875	UW Control	714.12	35.31
25457	False	8	383877	Sultai Control	682.49	19.78
25457	False	8	383878	Orzhov Aggro	282.94	37.53
25457	False	8	383880	Jund Sacrifice	745.74	289.18
25458	True	4	383903	Arclight Izzer	573.93	37.14
25458	False	4	383904	Bant Yorion Control	1931.66	36.44
25458	False	4	383906	Bant Yorion Control	2007.86	102.87
25459	True	8	383909	Deaths Shadow	3149.28	114.43
25459	False	8	383910	Gruul Aggro	2496.6	78.97
25459	False	8	383911	Deaths Shadow	2480.12	56.27
25459	False	8	383912	Goblins	1577.83	412.32
25459	False	8	383913	UrzaTron	1270.28	355.03
25459	False	8	383916	The Rock	1800.72	108.47
2546	True	8	216548	GAT	102039.37	126.08
2546	False	8	216549	Mana Ichorid	10691.96	321.44
2546	False	8	216550	MUD	77388.7	100.85
2546	False	8	216551	TPS	105867.14	165.56
2546	False	8	216555	BUG Fish	102089.38	161.48
2546	False	8	216554	Control Slaver	103141.47	184.41
2546	False	8	216552	MUD	79380.92	182.16
2546	False	8	216553	Noble Fish	82321.98	279.04
25461	True	1	383950	Golgari Loam	9499.39	198.44
25462	True	1	383951	Slivers	2849.17	136.64
25463	True	4	383952	UW Control	1068.35	33.59
25463	False	4	383953	Rakdos Aggro	542.02	21.54
25463	False	4	383954	Temur Reclamation	1404.27	85.34
25465	False	8	383989	Bant Yorion Control	947.61	36.44
25465	False	8	383991	Bant Yorion Control	957.16	36.44
25466	False	19	384004	UW Control	1446.88	51.99
25466	False	19	383998	Temur Reclamation	1227.66	18.22
25466	False	19	384003	Temur Reclamation	1306.67	20.11
25466	False	19	384000	Boros Cycling Aggro	332.87	26.21
25466	False	19	384029	Jeskai Aggro Cycling	955.92	28.89
25466	False	19	384036	Rakdos Aggro	561.8	20.53
25466	False	19	384033	Mono Black Aggro	329.21	27.45
25466	False	19	384035	Rakdos Aggro	542.08	23.07
25466	False	19	384026	Sultai Control	1383.43	18.45
25466	False	19	384028	Bant Yorion Control	1950.76	36.44
25466	False	19	384037	Bant Yorion Control	1832.21	42.88
25466	False	19	384031	Bant Yorion Control	2067.86	166.12
25466	False	19	384034	Boros Cycling Aggro	338.21	18.57
25467	False	19	384095	Jeskai Aggro Cycling	955.92	28.89
25467	False	19	384099	Rakdos Aggro	548.48	29.47
25467	False	19	384100	Temur Reclamation	1270.37	18.52
25467	False	19	384097	Bant Control	2219.58	45.39
25467	False	19	384113	Temur Elemental Ramp	1534.43	33.35
25467	False	19	384106	Rakdos Aggro	542.44	23.57
25467	False	19	384110	Temur Reclamation	1314.67	19.72
25467	False	19	384103	Rakdos Aggro	571.39	20.62
25467	False	19	384114	Fires of Invention	718.99	28.89
25467	False	19	384102	Bant Yorion Control	1871.4	31.82
25467	False	19	384107	Esper Control	1843.21	301.34
25467	False	19	384108	Rakdos Aggro	542.44	23.57
25468	False	13	384134	Sultai Control	1722.82	48.02
25468	False	13	384136	Sultai Control	1522.09	41.28
25468	False	13	384135	Fires of Invention	595.59	22.54
25468	False	13	384143	Jeskai Aggro Cycling	956.49	29.41
25468	False	13	384141	Rakdos Aggro	542.44	23.57
25468	False	13	384142	Bant Yorion Control	1950.76	36.44
25468	False	13	384140	4cc	2248.05	42.69
25469	False	8	384169	Jeskai Aggro Cycling	955.92	28.89
25469	False	8	384175	Sultai Control	1478.25	86.21
25469	False	8	384171	Rakdos Aggro	623.37	17.67
25469	False	8	384172	Bant Yorion Control	1957.96	43.64
25470	True	2	384194	BUG Midrange	88714.24	139.58
25470	False	2	384195	Landstill	75576.32	4237.03
25471	True	2	384205	Nic Fit 	7170.68	83.92
25471	False	2	384202	Cephalid Breakfast	23195.58	340.75
25472	False	7	384208	4cc	12156.06	183.65
25472	False	7	384209	Elves	11402.06	268.01
25472	False	7	384210	Eldrazi Aggro	3802.19	746.59
25472	False	7	384212	4cc	14954.64	306.04
25473	True	4	384213	Affinity	4835.59	170.32
25473	False	4	384216	Mystic Forge	9383.45	203.08
25474	True	8	384221	Golos Breach	22746.98	640.41
25474	False	8	384222	Tymna  Kraum	18811.76	505.15
25474	False	8	384225	Thrasios  Sidar Kondo	10117.45	371.55
25474	False	8	384228	Thrasios  Tymna	18776.24	883.92
25475	False	8	384254	Jeskai Aggro Cycling	956.3	28.89
25475	False	8	384258	Bant Yorion Control	1950.76	36.44
25475	False	8	384259	Bant Yorion Control	1950.76	36.44
25476	False	10	384306	Mardu Aggro	1148.01	75.33
25476	False	10	384302	Rakdos Aggro	530.34	23.57
25476	False	10	384299	Rakdos Aggro	537.78	9.53
25476	False	10	384303	Sultai Control	1660.7	20.49
25476	False	10	384298	Jund	1019.73	25.25
25476	False	10	384305	Jeskai Aggro Cycling	955.82	31.5
25476	False	10	384307	Fires of Invention	718.99	28.89
25476	False	10	384301	Fires of Invention	1836.22	70.57
25476	False	10	384300	Bant Yorion Control	1957.19	34.32
25477	False	22	384519	Jeskai Aggro Cycling	955.92	28.89
25477	False	22	384509	Jeskai Aggro Cycling	956.07	29.04
25477	False	22	384513	Jeskai Aggro	965.59	25.66
25477	False	22	384503	Jeskai Aggro	781.56	25.9
25477	False	22	384506	UW Control	1446.88	51.99
25477	False	22	384516	Temur Reclamation	1283.12	22.27
25477	False	22	384510	Temur Reclamation	2159.74	112.86
25477	False	22	384512	Esper Yorion	1348.55	50.37
25477	False	22	384508	Esper Control	1843.21	301.34
25477	False	22	384518	Boros Cycling Aggro	335.49	16.78
25477	False	22	384504	Boros Cycling Aggro	336.51	29.85
25477	False	22	384511	Fires of Invention	1938.0	70.57
25477	False	22	384507	Fires of Invention	2133.62	44.6
25477	False	22	384502	Bant Yorion Control	1988.63	49.57
25478	False	18	384589	Jeskai Aggro Cycling	956.39	29.36
25478	False	18	384559	Fires of Invention	1907.84	39.51
25478	False	18	384627	Rakdos Aggro	554.52	12.56
25478	False	18	384573	UW Control	1447.87	54.7
25478	False	18	384628	UW Control	1446.88	51.99
25478	False	18	384560	Fires of Invention	722.44	26.37
25478	False	18	384619	Bant Yorion Control	1949.64	32.46
25478	False	18	384582	Bant Control	2219.58	45.39
25478	False	18	384624	Bant Control	1991.01	41.35
25478	False	18	384567	Boros Cycling Aggro	389.81	18.04
25479	False	21	384839	Rakdos Aggro	542.44	23.57
25479	False	21	384838	Jeskai Control	1674.15	31.52
25479	False	21	384843	Jeskai Aggro Cycling	956.28	29.24
25479	False	21	384840	Sultai Control	1968.93	156.31
25479	False	21	384855	Temur Reclamation	1191.08	35.65
25479	False	21	384848	Sultai Control	1722.82	48.02
25479	False	21	384856	Fires of Invention	591.8	18.53
25479	False	21	384837	Fires of Invention	574.69	50.25
25479	False	21	384845	Boros Cycling Aggro	335.49	16.78
25479	False	21	384854	Bant Yorion Control	2009.1	49.89
25479	False	21	384846	Bant Yorion Control	1950.76	36.44
25479	False	21	384853	Fires of Invention	595.74	21.47
25479	False	21	384849	Fires of Invention	576.72	22.55
25479	False	21	384852	Rakdos Aggro	542.44	23.57
25480	False	19	384992	Rakdos Aggro	542.44	23.57
25480	False	19	384990	Jeskai Aggro Cycling	843.44	31.31
25480	False	19	384986	Rakdos Aggro	596.09	14.83
25480	False	19	384959	Sultai Yorion	1565.54	20.43
25480	False	19	384958	Winota	1502.91	31.65
25480	False	19	384985	UW Control	1446.88	51.99
25480	False	19	384988	UW Control	1456.51	57.58
25480	False	19	384984	Fires of Invention	596.25	21.98
25480	False	19	384953	Bant Yorion Control	1815.12	50.5
25480	False	19	384960	Bant Yorion Control	1990.4	51.34
25480	False	19	384956	Boros Cycling Aggro	389.81	18.04
25480	False	19	384994	Fires of Invention	2032.9	37.4
25481	False	15	385119	Jeskai Aggro Cycling	960.28	33.25
25481	False	15	385121	UW Yorion	1315.43	37.65
25481	False	15	385116	Bant Yorion Control	1956.33	42.0
25481	False	15	385118	Bant Yorion Control	1957.96	43.64
25481	False	15	385124	Bant Yorion Control	1987.63	48.57
25496	True	8	385217	Weenie White	406.84	30.29
