eventid	winner	players	playerid	deckname	deckcost	sidebarcost
100	True	8	107526	Landstill	34545.67	181.13
100	False	8	107527	UG Thresh	13406.41	258.23
100	False	8	107530	Aluren	22367.63	125.5
100	False	8	107529	Welder Survival	22487.54	129.63
100	False	8	107534	DeezNought	21603.87	78.19
100	False	8	107533	Landstill	34243.39	174.17
100	False	8	107531	UG Thresh	13381.59	64.02
100	False	8	107532	UGr Thresh	22834.28	213.91
10000	True	8	257688	Abzan Midrange	1430.93	18.34
10000	False	8	257689	Devotion to Green	1534.9	47.57
10000	False	8	257687	Mardu Aggro	1329.02	24.47
10000	False	8	257686	Mardu Midrange	1314.82	27.04
10000	False	8	257683	Abzan Midrange	1489.64	18.13
10000	False	8	257684	Abzan Midrange	1340.0	29.65
10000	False	8	257682	Abzan Midrange	1500.82	88.57
10000	False	8	257685	Esper Dragons	2191.77	26.69
10001	True	9	257706	Zoo	3365.51	96.99
10001	False	9	257707	Twin Exarch	3157.68	104.65
10001	False	9	257697	Infect	2611.87	76.65
10001	False	9	257705	Jund	2658.37	95.4
10001	False	9	257696	Infect	2228.11	77.94
10001	False	9	257704	Red Deck Wins	2959.78	34.74
10001	False	9	257700	Twin Exarch	2588.18	76.71
10002	True	8	257708	UWr Control	2292.12	91.62
10002	False	8	257709	Burn	2713.94	26.58
10002	False	8	257710	Grixis Control	2810.24	67.98
10002	False	8	257711	GrTron	1149.97	98.72
10002	False	8	257715	Affinity	1523.17	78.08
10002	False	8	257712	Grixis Control	2935.92	82.87
10002	False	8	257713	Sword Tron	2212.0	227.94
10003	True	3	257718	Affinity	1577.25	125.77
10003	False	3	257717	Twin Exarch	1889.21	81.21
10004	True	2	257720	Tokens	1973.65	78.2
10004	False	2	257719	Living End	1488.93	32.85
10005	True	4	257721	Red Deck Wins	216.39	7.6
10005	False	4	257722	Abzan Midrange	1489.27	78.5
10005	False	4	257723	Red Deck Wins	331.04	13.53
10005	False	4	257724	Abzan Midrange	1457.06	116.17
10006	True	8	257729	Yisan the Wanderer Bard	3988.13	494.35
10006	False	8	257727	Marath Will of the Wild	10036.76	574.33
10006	False	8	257730	Grand Arbiter Augustin IV	5979.85	325.57
10006	False	8	257725	Tasigur the Golden Fang	11891.67	467.06
10006	False	8	257728	Grand Arbiter Augustin IV	6811.01	705.06
10006	False	8	257731	Vendilion Clique	2530.7	299.09
10006	False	8	257726	Yisan the Wanderer Bard	3965.34	426.27
10006	False	8	257732	Zurgo Bellstriker	868.55	145.69
10007	True	2	257733	Sidisi Brood Tyrant  Reanimator	13208.77	1010.01
10007	False	2	257734	Narset Enlightened Master	10657.22	759.13
10008	True	1	257735	Oath of Druids	101468.85	212.21
10009	True	1	257736	Trini Choke	11032.53	182.97
1001	True	8	209161	Kudotha Rebirth	1008.15	12.67
1001	False	8	209162	Tezzeret Control	1384.5	36.26
1001	False	8	209163	Valakut Ramp	808.1	14.46
1001	False	8	209165	Eldrazi Green	791.06	101.54
1001	False	8	209166	Tezzeret Control	1090.22	28.52
1001	False	8	209167	UG Ramp	1167.35	58.47
1001	False	8	209168	Valakut Ramp	581.09	139.22
10010	True	4	257740	Merfolk	2373.43	180.91
10010	False	4	257739	Scapeshift	1983.46	49.32
10010	False	4	257737	Naya Burn	2744.49	22.53
10011	True	6	257746	Gr Tron	1223.02	153.44
10011	False	6	257745	Zoo	3307.03	114.24
10011	False	6	257744	Merfolk	1885.9	163.4
10011	False	6	257742	Sunny Side Up	1937.29	114.18
10011	False	6	257741	Twin Exarch	2933.21	119.43
10012	True	6	257752	Grixis Control	3005.54	120.9
10012	False	6	257751	Affinity	1671.94	210.66
10012	False	6	257747	Infect	2466.56	53.92
10012	False	6	257748	Bloom Titan	1046.62	52.04
10012	False	6	257750	Junk	2655.68	136.7
10012	False	6	257749	Infect	1917.89	66.44
10013	False	7	257753	Naya Burn	2631.29	35.75
10013	False	7	257759	Podless Collected	2827.55	57.1
10013	False	7	257758	Grixis Control	3170.18	142.15
10013	False	7	257754	Living End	2411.39	71.41
10013	False	7	257755	Gift Tron	1340.01	151.56
10013	False	7	257757	Affinity	1626.91	166.41
10013	False	7	257756	Merfolk	2130.95	60.9
10014	True	4	257763	Naya Aggro	1442.89	55.64
10014	False	4	257762	Red Deck Wins	192.44	5.47
10014	False	4	257761	Abzan Midrange	1480.78	65.85
10014	False	4	257760	Devotion to Green	1542.82	80.52
10015	True	1	257764	MUD	76966.96	273.89
10016	True	5	257765	Devotion to Green	1542.76	77.47
10016	False	5	257766	Abzan Midrange	1470.52	173.84
10016	False	5	257767	Red Deck Wins	242.78	35.54
10016	False	5	257769	Abzan Midrange	1456.57	57.47
10016	False	5	257768	Gruul Dragons	1142.97	23.37
10017	True	1	257770	MUD	48068.44	0
10018	True	1	257771	UW Miracles	20535.54	254.2
10019	True	2	257774	Elves	9302.33	209.56
10020	True	3	257775	Bant Aggro	1878.11	20.16
10020	False	3	257776	Golgari Constelation	707.27	54.68
10020	False	3	257777	Devotion to Selesnya	1199.99	14.04
10021	True	4	257781	UR Storm	1770.45	160.12
10021	False	4	257778	Grixis Control	3408.95	73.14
10021	False	4	257780	Twin Exarch	3019.73	158.74
10022	True	8	257782	Monastery Miracles	9330.6	299.23
10022	False	8	257783	UW Miracles	8646.46	133.78
10022	False	8	257797	Berserk Poison	5815.14	1172.43
10022	False	8	257796	The Rock Junk	8047.04	2162.59
10022	False	8	257790	Lands Eternal Garden	6823.05	261.25
10022	False	8	257794	The Rock Junk	7240.55	162.04
10023	True	34	257827	Berserk Poison	12758.53	268.67
10023	True	34	257804	BUG Aggro  Midrange	25966.61	246.66
10023	True	34	257826	Death  Taxes	2022.43	61.26
10023	True	34	257815	Death Blood  Taxes	6787.02	54.89
10023	True	34	257821	Death Blood  Taxes	6633.43	60.82
10023	True	34	257803	Dredge	3058.51	121.43
10023	True	34	257805	Elves	10376.16	147.75
10023	True	34	257829	Elves	11367.08	307.11
10023	True	34	257835	Elves	9940.96	180.86
10023	True	34	257819	Goblins	2488.29	412.52
10023	True	34	257802	Instant Reanimator	5698.01	924.25
10023	True	34	257830	Lands Eternal Garden	13426.02	222.13
10023	True	34	257814	Merfolk	3702.0	286.34
10023	True	34	257823	MUD	8096.71	235.76
10023	True	34	257818	Omni  Show	13390.49	192.44
10023	True	34	257824	Omni  Show	9235.45	192.04
10023	True	34	257834	Omni  Show	13884.8	190.98
10023	True	34	257806	Pox	12117.23	1526.09
10023	True	34	257822	Reanimator	24739.34	447.98
10023	True	34	257828	Shardless BUG	25413.95	995.52
10023	True	34	257808	Sneak Show	11669.58	174.56
10023	True	34	257801	Stoneblade	22267.8	244.29
10023	True	34	257820	Storm	19367.73	60.75
10023	True	34	257807	The Rock Junk	14642.65	162.04
10023	True	34	257817	UW Miracles	19891.02	208.6
10023	True	34	257825	UW Miracles	19311.2	244.13
10023	True	34	257833	UW Miracles	19986.95	199.42
10023	True	34	257831	UWr Miracles	11764.49	200.78
10024	False	8	257846	Naya Burn	1223.77	31.42
10024	False	8	257847	Twin Exarch	784.64	101.36
10024	False	8	257848	Jund	1211.69	218.88
10024	False	8	257849	Naya Burn	1351.29	23.1
10024	False	8	257840	UR Storm	783.55	177.5
10024	False	8	257841	Affinity	730.64	170.23
10024	False	8	257855	Red Deck Wins	1393.7	32.54
10025	False	2	257857	Grixis Pyromancer	23187.95	147.26
10026	True	3	257858	Rakdos Aggro	1141.17	94.97
10026	False	3	257859	Devotion to Green	1822.56	10.73
10026	False	3	257860	Gruul Dragons	1188.99	38.3
10027	True	1	257861	Dredge	10338.42	25.48
10028	True	2	257863	Monastery	97399.44	81.86
10028	False	2	257862	MUD	48414.46	276.0
10029	True	2	257866	Dragon Stompy	4148.47	59.59
10029	False	2	257864	Intant Reanimator	20262.38	336.67
10030	True	1	257867	Death  Taxes	1996.08	89.09
10031	True	5	257868	Affinity	1631.51	170.23
10031	False	5	257869	Instant Reanimator	2060.33	171.33
10031	False	5	257870	UrzaTron	883.76	142.67
10031	False	5	257871	Martyr Life	1022.13	52.01
10031	False	5	257872	Merfolk	2468.4	209.54
10032	True	8	257881	Dredgevine	2646.14	230.73
10032	False	8	257882	Affinity	1718.05	270.76
10032	False	8	257883	Twin Exarch	1784.12	103.19
10032	False	8	257884	Affinity	1571.39	114.4
10032	False	8	257885	Aura Hexproof	2297.98	78.62
10032	False	8	257891	Elves	1314.43	53.41
10032	False	8	257880	Living End	1493.73	41.38
10033	True	5	257897	Abzan Midrange	1476.99	63.77
10033	False	5	257896	Selesnya Aggro	1025.03	3.37
10033	False	5	257894	Red Deck Wins	239.97	6.07
10033	False	5	257895	Abzan Midrange	1435.27	11.73
10033	False	5	257893	Devotion to Green	1565.1	6.69
10034	True	8	257906	Abzan Midrange	1617.6	4.22
10034	False	8	257898	Devotion to Green	1567.81	76.55
10034	False	8	257899	Devotion to Green	1617.35	30.74
10034	False	8	257917	Abzan Midrange	1396.33	97.52
10034	False	8	257911	Red Deck Wins	221.26	10.79
10034	False	8	257912	Devotion to Green	1546.9	79.88
10034	False	8	257913	Abzan Midrange	1500.4	81.06
10034	False	8	257914	Esper Control	2153.07	19.95
10035	True	8	257918	Narset Enlightened Master	9799.49	314.08
10035	False	8	257925	Keranos God of Storms	5489.0	328.7
10035	False	8	257919	Braids Cabal Minion	4121.42	1526.49
10035	False	8	257924	Kaalia of the Vast	6677.95	176.68
10035	False	8	257922	Marath Will of the Wild	9958.63	486.6
10035	False	8	257921	Narset Enlightened Master	9988.12	360.6
10035	False	8	257923	Thraximundar	2750.95	250.14
10036	True	1	257926	The Rock Junk	18256.66	2162.59
10037	True	2	257933	Ad Nauseam	1123.07	78.18
10037	False	2	257934	Elves	1223.59	52.52
10038	True	3	257936	Esper Dragons	2296.41	0
10038	False	3	257937	Red Deck Wins	237.96	0
10038	False	3	257935	Mardu Aggro	1300.26	0
10039	True	4	257938	Gr Tron	1358.2	67.52
10039	False	4	257939	Twin Exarch	1839.85	68.87
10039	False	4	257940	Burn	2842.15	25.71
10039	False	4	257941	Podless Collected	2759.61	36.97
10040	True	4	257946	Grixis Control	2878.45	88.35
10040	False	4	257947	Affinity	1605.16	152.45
10040	False	4	257948	Bloom Titan	1229.97	203.67
10040	False	4	257949	Zoo	2202.82	45.6
10041	True	4	257950	Grixis Twin	3064.57	69.47
10041	False	4	257951	UW Control	1524.49	58.35
10041	False	4	257953	Mono Green Aggro	305.66	32.58
10042	False	4	257955	Miracles	11624.12	281.5
10042	False	4	257957	Infect	12854.05	232.3
10042	False	4	257956	Miracles	16884.13	239.43
10043	True	3	257961	Grixis Control	3441.52	43.67
10043	False	3	257959	Twin Exarch	2040.92	94.51
10044	True	4	257965	Tokens	1944.44	67.31
10044	False	4	257962	Red Deck Wins	2354.66	31.21
10044	False	4	257963	Junk	2844.52	176.38
10045	True	2	257966	Titan Post	12931.59	2262.74
10045	False	2	257967	Tezzeret Control	18768.13	226.31
10046	True	4	257968	Red Deck Wins	216.75	24.5
10046	False	4	257969	Devotion to Green	1574.39	76.99
10046	False	4	257970	Collected Selesnya	1134.28	19.91
10046	False	4	257971	Abzan Midrange	1425.2	22.0
10047	False	3	257974	Infect	2602.22	86.29
10048	True	1	257976	MUD	76889.04	195.98
10049	True	1	257978	Stoneblade	23286.86	254.32
10050	True	1	257979	Grixis Pyromancer	29438.21	203.86
10051	True	2	257980	Tokens	2382.89	62.17
10051	False	2	257981	Podless Collected	2839.23	57.1
10052	True	3	257982	Abzan Midrange	1555.42	8.86
10052	False	3	257983	Red Deck Wins	162.85	7.97
10052	False	3	257984	Abzan Midrange	1385.39	174.71
10053	True	1	257986	Monastery	106096.68	147.51
10054	True	2	257987	MUD	8319.63	196.3
10054	False	2	257988	Shardless BUG	22688.81	187.34
10055	False	2	257990	Merfolk	3581.38	171.51
10056	True	4	257991	UR Storm	2856.86	230.16
10056	False	4	257993	Living End	1511.11	58.76
10056	False	4	257994	Burn	2670.23	27.96
10057	True	4	257997	Ad Nauseam	823.57	135.66
10057	False	4	257996	Merfolk	2002.74	94.15
10057	False	4	257995	Gr Tron	1268.12	75.7
10058	True	4	258000	Devotion to Green	1580.11	20.52
10058	False	4	257999	Red Deck Wins	200.86	14.13
10058	False	4	258001	UB Control	2187.72	177.98
10058	False	4	258002	Esper Dragons	2363.57	67.16
10059	True	1	258003	Elves	12515.39	241.66
1006	True	8	209177	Eternal Garden	19436.3	350.57
1006	False	8	209178	Sneak Attack	13886.16	175.03
1006	False	8	209179	Imperial Painter	24625.18	8208.39
1006	False	8	209180	Power Artifact	7845.88	115.14
1006	False	8	209181	Enchantress	10000.18	299.5
1006	False	8	209182	Zoo	14312.62	169.7
1006	False	8	209183	Big Zoo	15200.16	390.83
1006	False	8	209184	Dragon Stompy	3908.98	216.03
10060	True	3	258005	Tokens	2380.96	62.17
10060	False	3	258004	Elves	1145.73	57.77
10060	False	3	258006	Merfolk	2306.98	86.77
10061	True	1	258007	BUG Aggro  Midrange	26492.77	246.66
10062	True	4	258009	UWr Midrange	2098.37	51.22
10062	False	4	258008	Junk	1830.21	106.4
10062	False	4	258010	Twin Exarch	3082.9	105.99
10062	False	4	258011	UWx Midrange	1745.33	106.61
10063	True	4	258012	Jenara Asura of War	12033.01	665.31
10063	False	4	258013	Maelstrom Wanderer	10709.33	874.28
10063	False	4	258015	Griselbrand  Storm	3238.7	839.49
10063	False	4	258014	Vendilion Clique	2928.06	374.74
10064	True	4	258016	Junk	2140.86	120.71
10064	False	4	258017	Gr Tron	1042.83	66.29
10064	False	4	258019	Grixis Control	3192.67	166.87
10065	True	3	258021	Devotion to Green	1631.99	10.61
10065	False	3	258022	Abzan Midrange	1354.17	49.93
10065	False	3	258020	Esper Dragons	2348.67	60.96
10066	True	3	258025	Abzan Midrange	1464.93	38.73
10066	False	3	258026	Abzan Midrange	1474.55	54.8
10066	False	3	258024	Rakdos Aggro	1141.17	94.97
10067	True	3	258029	Abzan Midrange	1474.24	73.69
10067	False	3	258028	Boros Aggro	486.0	7.37
10067	False	3	258027	Jeskai Midrange	1084.96	14.21
10068	True	5	258030	Infect	2558.32	74.6
10068	False	5	258031	GrixisTwin	3111.09	66.49
10068	False	5	258032	Instant Reanimator	1671.49	127.26
10068	False	5	258033	UW Control	1905.41	57.85
10068	False	5	258034	Aura Hexproof	2297.98	78.62
10069	True	2	258036	Rock Land	15411.59	105.22
10069	False	2	258035	MUD	7197.05	132.98
1007	True	8	209185	Aeon Bridge	27941.09	36.01
1007	False	8	209186	Burn 	1991.27	93.53
1007	False	8	209187	Burn 	1913.0	45.42
1007	False	8	209188	Ad Nauseam	15291.96	1341.26
1007	False	8	209189	Dredge	1471.8	138.66
1007	False	8	209190	Death  Taxes	1999.79	146.1
1007	False	8	209191	Dark Horizon	14704.06	69.51
1007	False	8	209192	Autumn Belcher	5797.56	108.02
10070	True	1	258037	MUD	76917.15	183.11
10071	True	1	258038	MUD	76921.0	186.96
10072	True	1	258039	Dredge	14164.72	268.55
10073	False	2	258041	Shardless BUG	23279.25	0
10074	True	4	258042	Merfolk	2233.48	73.38
10074	False	4	258043	UWx Midrange	1671.23	109.05
10074	False	4	258044	Aura Hexproof	2266.22	72.65
10074	False	4	258045	Infect	1861.41	68.94
10075	True	3	258046	Devotion to Green	1574.39	76.99
10077	True	1	258051	Lands Eternal Garden	13821.52	209.83
10078	True	2	258053	Elves	1321.38	63.72
10078	False	2	258052	Affinity	1616.84	171.12
10079	True	2	258054	Abzan Midrange	1367.3	142.63
10079	False	2	258055	Devotion to Green	1629.56	8.17
1008	True	8	209193	Painter	99649.87	185.92
1008	False	8	209194	Spanish Gush	111668.69	152.93
1008	False	8	209195	Bomberman	103467.55	203.68
1008	False	8	209196	MUD	79323.37	124.21
1008	False	8	209197	MUD	79324.67	130.56
1008	False	8	209198	Painter	109063.93	87.63
1008	False	8	209199	Painter	97619.01	178.46
1008	False	8	209200	Aggro BR	10864.84	104.75
10080	True	1	258056	Berserk Poison	13249.48	147.24
10081	True	1	258057	Omni  Show	9732.18	96.58
10082	True	2	258059	Aura Hexproof	2266.22	72.65
10082	False	2	258058	Infect	2634.24	71.91
10083	True	1	258060	Merfolk	1971.64	93.88
10084	True	1	258061	Devotion to Green	1520.02	53.01
10085	True	1	258062	MUD	76763.17	170.73
10086	False	2	258063	Grixis Pyromancer	21618.95	143.53
10087	True	3	258067	Affinity	1494.51	46.4
10087	False	3	258066	Living End	1485.18	32.84
10088	True	4	258071	Azorius Heroic	2109.81	25.28
10088	False	4	258069	Abzan Contelation	1142.01	38.68
10088	False	4	258068	Abzan Control	1498.71	70.85
10089	True	8	258135	Devotion to Green	1518.3	8.16
10089	False	8	258131	Azorius Heroic	1332.54	27.14
10089	False	8	258133	Devotion to Green	1538.89	55.21
10089	False	8	258093	Mardu Aggro	1417.44	98.86
10089	False	8	258129	UW Control	1565.34	9.65
1009	True	8	209201	MUD	84755.39	6145.16
1009	False	8	209202	Control Slaver	100359.43	91.0
1009	False	8	209203	Fish	67059.21	261.46
1009	False	8	209204	Red Aggro Stax	80858.93	119.9
1009	False	8	209205	MUD	79309.59	110.42
1009	False	8	209206	Jace Control	102036.28	201.98
1009	False	8	209207	Modular	101013.41	221.84
1009	False	8	209209	MUD	78995.93	102.27
10090	True	3	258136	Goblins	1953.48	503.88
10090	False	3	258137	Aggro Loam	13665.35	50.69
10090	False	3	258138	Brown Stax	9290.32	228.99
10091	True	8	258139	Aggro Loam	16402.0	232.14
10091	False	8	258142	Death and Taxes	2105.22	190.81
10091	False	8	258141	Stax Mono Brown  Splash Black for SB	11251.84	494.23
10091	False	8	258145	Goblins	10438.65	105.57
10091	False	8	258143	Storm	16398.86	211.21
10091	False	8	258144	UW Stoneblade	19451.4	228.52
10092	True	2	258147	PW Control	76841.81	49.69
10092	False	2	258148	Landstill	64018.91	122.02
10093	True	1	258149	MUD	76703.26	164.68
10094	False	8	258163	UWr Midrange	2083.26	79.17
10094	False	8	258165	Affinity	1614.12	152.84
10094	False	8	258164	UW Midrange	1687.45	94.66
10094	False	8	258161	Affinity	1630.04	185.58
10094	False	8	258168	Junk	1830.21	106.4
10094	False	8	258167	UR Pyromancer	2383.44	58.0
10094	False	8	258166	UWx Midrange	1748.19	109.47
10095	True	3	258169	UW Control	1100.99	52.77
10095	False	3	258170	Esper Control	2315.24	22.93
10095	False	3	258171	Mono Black Aggro	186.57	30.65
10096	True	2	258172	Abzan Midrange	1474.55	54.8
10096	False	2	258173	UB Control	2232.56	222.49
10097	True	3	258176	Red Deck Wins	1150.64	5.74
10097	False	3	258175	Naya Dragons	1488.06	12.35
10097	False	3	258174	Esper Dragons	2363.57	67.16
10098	True	1	258177	Grixis Pyromancer	21615.31	317.42
10099	True	4	258179	Twin Exarch	2876.38	84.06
10099	False	4	258180	Living End	1485.18	32.84
10099	False	4	258182	Affinity	1622.71	179.05
1010	True	4	209210	MUD	79338.58	134.35
1010	False	4	209211	Oath	100204.72	92.62
1010	False	4	209212	Painter	97629.78	232.13
1010	False	4	209213	Oath	109035.89	86.09
10100	True	3	258183	Devotion to Green	1584.52	20.14
10100	False	3	258184	Devotion to Green	1567.81	76.55
10100	False	3	258185	Abzan Midrange	1541.22	24.0
10101	True	2	258186	Counter Affi	1569.16	108.61
10101	False	2	258187	Merfolk	1917.84	117.0
10102	True	4	258189	Twin Exarch	1967.01	65.06
10102	False	4	258190	Grixis Control	3053.96	107.57
10102	False	4	258188	Instant Reanimator	1780.1	184.81
10102	False	4	258191	Zoo Burn	3506.28	33.78
10106	True	8	258200	Bazaar Infestation	110716.2	151.94
10106	True	8	258199	Dragon UB	97975.76	480.45
10106	False	8	258201	Drain Slaver	99365.13	144.14
10106	False	8	258202	Drain Slaver	92589.06	152.0
10106	False	8	258203	Sensei Sensei	90597.26	425.83
10106	False	8	258204	Tog	101260.88	720.08
10106	False	8	258206	Tog	102868.73	179.59
10106	False	8	258205	Urphids	90874.6	287.69
10108	True	3	258208	Martyr Life	1863.28	55.13
10108	False	3	258209	Naya Burn	2725.69	23.1
10108	False	3	258210	Merfolk	2340.08	84.18
1011	True	8	209214	Dragon	108782.54	1771.29
1011	False	8	209215	Control Slaver	101185.54	196.05
1011	False	8	209216	MUD	48951.16	124.74
1011	False	8	209217	Tyrant Oath	100313.51	315.55
1011	False	8	209218	MUD	78928.6	157.46
1011	False	8	209219	MUD	78843.12	154.44
1011	False	8	209221	Jace Control	97545.6	259.24
10113	True	1	258236	MUD	76763.17	170.73
10114	True	3	258238	Podless Collected	3620.99	88.46
10114	False	3	258239	Zoo	3330.4	137.61
10114	False	3	258240	Bloom Titan	1057.13	110.65
10115	True	1	258241	Snapcaster Control	81482.61	52.13
10116	True	1	258242	Stoneblade	23144.6	277.45
10117	True	3	258243	Merfolk	2013.55	41.1
10117	False	3	258244	Infect	2634.24	71.91
10117	False	3	258245	Gr Tron	1250.81	96.4
10118	True	2	258247	Mardu Aggro	1325.51	20.96
10118	False	2	258246	Esper Dragons	2363.57	67.16
10119	True	1	258248	MUD	81179.22	4183.46
10120	True	1	258249	Reanimator	28585.96	207.33
10121	True	2	258250	UR Storm	2831.61	243.21
10121	False	2	258251	Merfolk	2164.52	52.42
10122	True	2	258252	Azorius Heroic	1325.02	19.62
10122	False	2	258253	Jund	2102.73	14.88
10123	True	1	258254	Burn	4667.24	43.42
10124	True	2	258255	Twin Exarch	1836.88	71.63
10124	False	2	258256	Aura Hexproof	1894.51	50.56
10125	True	4	258257	Shardless BUG	24136.38	1196.27
10125	False	4	258260	Grixis Control	25277.9	353.91
10126	True	2	258261	Stoneblade	21973.43	235.6
10126	False	2	258262	Stax	7197.05	132.98
10127	False	4	258269	Merfolk	3213.61	163.65
10127	False	4	258267	Grixis Pyromancer	21300.41	90.12
10127	False	4	258268	Stoneblade	7534.15	249.09
10128	True	3	258276	Twin Exarch	2372.65	94.91
10128	False	3	258277	Twin Exarch	1792.9	125.29
10128	False	3	258274	Burn	2356.49	30.1
10129	True	4	258281	Evil Twin	3161.46	137.41
10129	False	4	258279	Twin Exarch	1886.84	59.62
10129	False	4	258280	Gr Tron	1282.76	96.87
10129	False	4	258285	Zoo Death Shadow	2614.61	56.38
10130	True	4	258286	Twin Exarch	1910.53	23.89
10130	False	4	258289	Scapeshift	1994.27	76.16
10130	False	4	258290	Podless Collected	2753.71	89.89
10130	False	4	258291	Affinity	1692.41	240.33
10131	True	8	258299	Gr Tron	1353.21	77.79
10131	False	8	258300	Valakut	3026.87	84.29
10131	False	8	258298	Burn	1999.43	34.1
10131	False	8	258301	Twin Exarch	2921.78	94.84
10131	False	8	258297	Abzan	2422.04	146.14
10131	False	8	258296	Infect	1441.38	77.69
10131	False	8	258295	Merfolk	2264.95	46.94
10132	True	8	258332	Evil Twin	3143.51	105.21
10132	False	8	258331	Twin Exarch	1988.74	64.19
10132	False	8	258330	Grixis Control	2888.85	95.54
10132	False	8	258329	Red Deck Wins	2644.46	20.37
10132	False	8	258323	Twin Exarch	1929.77	34.12
10132	False	8	258324	Gr Tron	1310.64	75.27
10132	False	8	258325	Evil Twin	2992.6	133.99
10132	False	8	258326	Podless Collected	2810.0	54.43
10133	False	8	258339	Azorius Heroic	1049.6	14.33
10133	False	8	258364	Azorius Heroic	1049.6	14.33
10133	False	8	258337	Abzan Constelation	561.85	83.82
10133	False	8	258361	Gruul Dragons	582.56	6.46
10134	True	3	258368	Esper Dragons	2338.19	56.01
10134	False	3	258367	5c Dragons	1754.47	8.73
10135	True	4	258371	Red Deck Wins	282.25	32.35
10135	False	4	258372	Devotion to Green	1519.27	9.34
10135	False	4	258369	Rakdos Aggro	1072.42	19.06
10135	False	4	258370	Abzan Midrange	1528.3	7.02
10136	False	2	258373	Red Deck Wins	283.83	33.89
10137	True	3	258375	Abzan Midrange	1543.5	11.55
10138	True	2	258379	Red Deck Wins	235.09	11.2
10138	False	2	258378	Rakdos Dragon Control	1457.21	16.09
10139	True	2	258380	Burn	2695.34	32.69
10139	False	2	258381	Scapeshift	2432.57	38.12
10140	True	1	258382	Reanimator	28585.96	207.33
10141	True	1	258383	Omni  Show	11167.04	127.75
10142	True	1	258384	Grixis Pyromancer	25562.67	199.69
10143	True	1	258385	MUD	76763.17	170.73
10144	True	1	258386	Snapcaster Control	81663.55	113.53
10145	True	2	258387	Instant Reanimator	1805.6	249.73
10145	False	2	258388	Hatebear	444.32	39.29
10146	False	6	258390	Red Deck Wins	267.29	35.31
10146	False	6	258389	Abzan Midrange	1514.91	27.85
10147	True	2	258395	Stax	85066.08	4202.16
10147	False	2	258396	BUG Fish	87810.86	165.4
10148	True	1	258397	UW Miracles	9304.02	180.83
10149	True	2	258400	Infect	2447.94	81.88
10149	False	2	258399	Evil Twin	3173.17	136.95
10150	False	2	258401	Evil Twin	3173.17	136.95
10151	True	8	258403	Walk Machine	741.56	103.99
10151	False	8	258404	Scapeshift	2193.63	50.16
10151	False	8	258405	Bloom Titan	1041.34	114.61
10151	False	8	258406	Living End	1500.45	41.38
10151	False	8	258408	Gr Tron	1296.08	107.54
10151	False	8	258407	Junk	2157.91	84.34
10151	False	8	258410	Tarmo Twin	1964.67	63.04
10152	True	4	258412	Oath of Druids	91778.68	127.95
10152	False	4	258413	Monastery	105682.68	105.21
10152	False	4	258414	MUD	76424.46	202.84
10153	True	4	258415	Monastery	93390.29	348.1
10153	False	4	258416	Cobra Gush	93239.81	108.1
10153	False	4	258418	Gifts	97874.01	100.21
10153	False	4	258417	PW Control	104265.03	80.7
10154	True	4	258419	Merfolk	2415.33	246.02
10154	False	4	258422	Ally 	2374.15	46.5
10154	False	4	258421	Merfolk	2098.97	73.92
10155	True	4	258423	MUD	78105.6	139.5
10155	False	4	258424	Monastery	91321.87	173.5
10155	False	4	258425	Oath of Druids	82848.08	241.23
10155	False	4	258426	Oath of Druids	101320.37	119.43
10156	True	8	258431	Merfolk	2124.54	73.81
10156	False	8	258432	UWx Midrange	2309.44	158.2
10156	False	8	258434	Merfolk	2264.95	46.94
10156	False	8	258438	Gr Tron	1353.21	77.79
10156	False	8	258437	Instant Reanimator	1744.05	185.47
10156	False	8	258435	Twin Exarch	1915.03	25.52
10156	False	8	258436	Twin Exarch	1977.21	64.19
10157	False	2	258446	Red Deck Wins	199.3	11.23
10158	False	4	258449	Esper Dragons	2351.78	63.93
10158	False	4	258450	UB Control	2401.62	64.4
10159	True	8	258460	Podless Collected	2870.19	145.74
10159	False	8	258455	Twin Exarch	1761.52	41.43
10159	False	8	258458	Affinity	1632.65	171.37
10159	False	8	258457	Bloom Titan	1070.18	97.3
10159	False	8	258459	Burn	1956.72	102.35
1016	True	2	209238	Mystic Caw Go	1415.29	37.2
1016	False	2	209242	Mystic Caw Go	1159.29	62.94
10160	False	4	258469	Merfolk	2047.09	46.73
10160	False	4	258468	Gr Tron	1271.97	162.38
10160	False	4	258467	Merfolk	2167.45	50.68
10161	True	4	258475	Scapeshift	2027.13	45.3
10161	False	4	258478	Burn	2337.64	17.81
10161	False	4	258477	Merfolk	2233.21	66.29
10162	True	2	258479	MUD	77272.98	782.6
10162	False	2	258480	Snapcaster Control	83882.77	95.25
10163	True	1	258481	Burn	2559.49	115.69
10164	True	2	258483	Hatebear	711.64	47.15
10164	False	2	258482	Burn	2747.27	35.42
10165	False	4	258485	Red Deck Wins	1132.86	12.95
10165	False	4	258484	Red Deck Wins	263.98	10.64
10166	True	8	258488	UW Control	18978.61	133.04
10166	False	8	258489	MUD	8268.98	148.04
10166	False	8	258490	Grixis Pyromancer	23299.72	247.1
10166	False	8	258495	BUG Control	24411.92	170.64
10166	False	8	258493	The Rock Junk	14643.14	162.04
10166	False	8	258494	UWr Control	20323.52	139.69
10167	True	8	258502	Red Deck Wins	269.27	54.26
10167	False	8	258503	UR Scissors	493.66	12.37
